Timestamp,Channel,Location,Score,Reason
2019-09-03 08:33:04,Mobile App,IE,6,
2020-06-07 21:18:33,Mobile App,RU,10,It keeps crashing
2020-07-11 13:45:15,Website,DK,7,It keeps crashing
2019-08-15 10:32:52,Website,IT,6,It keeps crashing
2019-08-07 18:09:59,Mobile App,RU,7,
2019-02-14 18:29:38,Website,ES,8,
2020-02-25 16:29:16,Mobile App,IE,8,It keeps crashing
2019-01-31 00:02:47,Website,IT,9,It keeps crashing
2020-01-08 01:51:25,Website,MX,6,
2019-04-14 13:40:08,Mobile App,DK,9,
2019-05-08 01:02:19,Mobile App,RU,6,
2020-07-20 13:41:02,Website,DE,9,
2019-09-28 14:05:00,Website,DE,7,
2020-04-23 16:52:43,Mobile App,RU,10,
2020-06-11 01:41:41,Mobile App,ES,6,It keeps crashing
2019-09-06 11:42:44,Website,IT,6,It keeps crashing
2019-01-23 10:40:23,Mobile App,US,7,
2020-07-09 07:39:24,Mobile App,DE,9,
2019-03-10 16:38:57,Website,GB,10,It keeps crashing
2020-05-06 16:56:13,Website,ES,6,
2020-05-01 22:42:50,Website,MX,10,
2020-07-07 05:25:03,Website,ES,6,It keeps crashing
2020-06-18 23:24:02,Mobile App,ES,10,
2020-04-04 04:28:20,Mobile App,US,9,
2020-03-23 02:24:05,Website,US,6,It keeps crashing
2019-10-07 08:41:12,Mobile App,RU,8,
2019-06-02 12:33:34,Website,RU,7,
2020-01-26 05:15:22,Mobile App,MX,7,
2020-07-31 00:08:26,Mobile App,IT,8,
2019-06-03 17:03:24,Mobile App,GB,9,It keeps crashing
2019-08-03 04:53:10,Website,ES,9,It keeps crashing
2020-01-06 10:05:26,Mobile App,DE,6,It keeps crashing
2020-05-06 06:18:50,Mobile App,US,10,It keeps crashing
2020-03-03 23:13:44,Website,RU,9,
2019-08-26 20:57:00,Mobile App,US,9,
2020-01-07 17:39:35,Website,IE,9,It keeps crashing
2019-06-06 10:59:14,Website,MX,7,
2020-03-20 01:03:47,Mobile App,DE,10,It keeps crashing
2020-05-09 10:36:33,Mobile App,IE,9,
2020-04-11 11:19:24,Website,GB,10,It keeps crashing
2019-08-29 00:11:38,Mobile App,IE,6,It keeps crashing
2019-11-25 05:43:00,Mobile App,ES,7,
2019-07-30 09:42:54,Mobile App,IE,7,It keeps crashing
2019-06-08 21:45:51,Website,MX,8,It keeps crashing
2019-01-31 13:16:56,Mobile App,ES,8,It keeps crashing
2019-06-08 01:56:26,Mobile App,DK,9,
2020-01-18 05:42:08,Website,MX,9,
2020-07-10 07:23:15,Website,GB,9,
2020-08-01 10:57:53,Mobile App,IE,6,
2019-10-09 13:27:47,Mobile App,GB,6,It keeps crashing
2019-05-30 05:03:12,Mobile App,GB,6,It keeps crashing
2019-03-12 05:44:58,Website,IE,9,It keeps crashing
2019-10-12 08:55:07,Mobile App,DE,8,It keeps crashing
2019-06-13 16:50:44,Website,GB,9,It keeps crashing
2019-12-13 05:40:13,Mobile App,GB,7,
2020-08-06 02:34:18,Website,MX,9,It keeps crashing
2019-06-16 03:29:07,Mobile App,US,10,
2019-02-14 13:36:26,Mobile App,ES,6,
2020-04-20 10:29:19,Mobile App,MX,6,It keeps crashing
2019-03-16 00:33:32,Website,GB,6,
2020-02-18 14:42:37,Mobile App,GB,8,It keeps crashing
2020-07-23 12:40:56,Website,DE,10,
2019-08-02 17:45:41,Mobile App,IT,6,
2019-12-22 20:50:41,Mobile App,ES,8,
2019-07-18 07:05:08,Website,DE,8,It keeps crashing
2020-08-14 11:39:55,Mobile App,DE,7,
2019-04-17 05:06:47,Mobile App,RU,6,
2019-08-20 04:38:05,Mobile App,DE,9,
2020-03-02 00:25:10,Mobile App,IE,8,It keeps crashing
2020-08-11 18:44:05,Website,ES,7,
2020-03-27 02:20:08,Mobile App,IE,6,
2020-02-22 18:32:34,Mobile App,GB,8,It keeps crashing
2019-01-07 06:52:04,Mobile App,IT,10,It keeps crashing
2020-04-14 12:23:12,Website,DK,6,
2019-08-04 02:49:29,Mobile App,DK,6,It keeps crashing
2020-06-18 14:28:03,Mobile App,MX,7,It keeps crashing
2020-06-29 19:20:34,Website,ES,9,It keeps crashing
2019-07-03 16:35:25,Website,ES,7,It keeps crashing
2020-01-30 11:43:50,Mobile App,MX,10,
2020-06-01 04:56:02,Website,US,10,It keeps crashing
2020-02-09 10:41:39,Website,IE,8,
2020-04-23 04:21:35,Website,US,9,
2019-12-11 10:29:55,Website,IT,8,It keeps crashing
2019-04-01 19:07:58,Mobile App,DE,9,It keeps crashing
2019-09-13 02:01:33,Mobile App,IT,10,
2020-02-08 03:24:48,Mobile App,DE,9,It keeps crashing
2019-11-15 03:53:16,Mobile App,ES,7,It keeps crashing
2020-01-13 04:06:57,Website,RU,7,
2019-11-26 06:54:46,Website,IT,9,It keeps crashing
2019-11-12 20:43:09,Website,DE,7,
2019-01-20 07:31:30,Mobile App,IE,8,It keeps crashing
2019-11-19 04:44:36,Mobile App,MX,9,
2019-07-10 00:50:31,Website,IT,6,It keeps crashing
2020-04-24 23:17:21,Mobile App,ES,9,
2019-12-01 22:11:49,Website,RU,10,
2020-06-18 22:33:00,Website,US,7,
2019-05-22 06:39:44,Website,DK,7,
2019-04-22 09:29:06,Website,RU,10,
2020-02-21 21:10:17,Mobile App,MX,7,It keeps crashing
2019-02-11 06:34:08,Mobile App,RU,7,It keeps crashing
2020-05-12 22:44:54,Mobile App,US,9,It keeps crashing
2019-11-20 11:07:23,Website,DK,10,
2020-06-08 19:55:45,Mobile App,MX,8,
2019-11-29 11:10:12,Website,IE,9,It keeps crashing
2020-04-24 03:11:44,Website,ES,8,
2019-12-17 00:54:46,Website,ES,10,
2019-02-07 20:24:39,Website,IE,9,It keeps crashing
2019-11-05 20:21:45,Mobile App,DE,10,It keeps crashing
2020-06-16 01:39:14,Website,GB,6,It keeps crashing
2019-11-06 07:24:22,Website,RU,6,It keeps crashing
2020-03-06 21:40:50,Mobile App,ES,6,
2019-09-30 00:02:28,Mobile App,US,6,
2019-01-31 03:24:12,Website,MX,6,It keeps crashing
2019-12-21 16:28:37,Mobile App,DE,10,It keeps crashing
2020-04-08 23:25:01,Website,RU,10,
2019-04-30 17:44:14,Mobile App,IT,9,
2019-06-17 19:27:45,Website,IT,7,It keeps crashing
2019-03-12 13:40:54,Website,IE,9,
2019-05-28 13:55:33,Mobile App,DE,6,
2020-06-06 23:33:01,Mobile App,IE,8,It keeps crashing
2019-07-26 08:47:46,Website,ES,10,It keeps crashing
2020-03-10 11:52:56,Mobile App,RU,10,
2020-01-15 00:29:45,Website,ES,8,It keeps crashing
2019-04-16 18:33:55,Website,ES,9,
2019-04-01 00:03:36,Website,DE,7,It keeps crashing
2020-02-14 23:41:21,Mobile App,GB,8,
2020-06-21 13:14:03,Website,GB,9,It keeps crashing
2020-04-28 12:09:52,Website,RU,7,
2019-07-24 02:37:49,Mobile App,US,6,
2020-03-19 15:18:57,Website,DE,7,It keeps crashing
2019-08-05 12:55:29,Website,ES,7,It keeps crashing
2020-04-11 04:54:05,Mobile App,RU,9,It keeps crashing
2019-06-01 11:52:46,Mobile App,RU,6,It keeps crashing
2019-03-14 19:48:06,Mobile App,DK,9,It keeps crashing
2020-02-15 11:15:01,Website,ES,9,
2019-08-24 11:01:04,Mobile App,MX,9,It keeps crashing
2020-06-23 08:39:19,Mobile App,DK,8,
2019-06-10 05:25:59,Mobile App,IE,7,It keeps crashing
2019-02-22 13:54:02,Mobile App,DK,10,
2019-07-03 13:57:40,Mobile App,ES,7,
2019-01-24 05:06:41,Mobile App,ES,9,It keeps crashing
2019-10-12 21:14:16,Website,US,10,
2020-04-15 22:00:58,Website,ES,9,It keeps crashing
2019-03-14 22:29:05,Website,IE,9,It keeps crashing
2020-04-22 18:18:23,Mobile App,MX,10,
2020-06-06 06:59:36,Website,DK,9,
2019-06-10 04:12:15,Website,IE,7,It keeps crashing
2019-02-14 13:54:40,Website,DK,6,It keeps crashing
2019-11-13 02:11:00,Website,IT,9,It keeps crashing
2020-05-30 15:31:06,Mobile App,IE,6,
2020-07-24 04:52:10,Mobile App,GB,8,It keeps crashing
2019-07-19 13:38:14,Mobile App,ES,6,
2020-08-12 04:29:19,Mobile App,IE,8,
2020-08-12 14:28:51,Website,DK,6,
2020-04-24 08:20:27,Mobile App,MX,6,It keeps crashing
2019-10-22 13:38:26,Mobile App,IE,10,It keeps crashing
2019-03-08 16:11:37,Mobile App,DK,7,It keeps crashing
2019-08-16 05:35:54,Website,DK,6,
2020-03-21 05:31:07,Mobile App,GB,6,
2020-05-05 14:58:52,Mobile App,DK,7,
2019-01-18 17:44:32,Website,IT,10,
2019-06-24 11:22:44,Website,RU,8,
2020-03-10 09:43:49,Mobile App,MX,8,
2019-01-10 08:28:45,Mobile App,ES,10,It keeps crashing
2019-07-22 04:57:58,Website,GB,6,It keeps crashing
2020-05-03 02:30:55,Website,GB,6,It keeps crashing
2019-07-01 00:50:07,Website,GB,9,
2019-10-06 03:37:59,Mobile App,IE,6,
2020-02-06 06:14:26,Mobile App,IE,10,
2019-02-13 00:58:27,Website,GB,9,It keeps crashing
2019-10-31 02:27:06,Mobile App,IE,6,
2019-04-11 17:15:15,Mobile App,IE,7,It keeps crashing
2019-12-18 12:44:58,Website,MX,7,It keeps crashing
2019-08-19 04:32:22,Website,IT,7,It keeps crashing
2019-06-16 09:01:07,Website,US,10,It keeps crashing
2019-02-10 20:23:56,Website,IE,7,
2019-06-15 04:43:20,Website,RU,6,
2020-02-15 07:34:30,Website,ES,9,It keeps crashing
2020-01-16 12:25:53,Mobile App,US,9,It keeps crashing
2019-09-18 14:02:29,Mobile App,IE,7,
2019-06-24 17:56:47,Website,US,6,It keeps crashing
2019-03-06 06:18:13,Website,US,8,It keeps crashing
2020-03-27 01:47:22,Mobile App,IT,9,
2020-01-15 12:14:30,Mobile App,GB,10,It keeps crashing
2019-08-19 11:25:42,Mobile App,ES,7,
2019-09-07 00:20:45,Website,DE,7,It keeps crashing
2020-06-09 09:32:13,Website,MX,6,It keeps crashing
2020-02-10 19:21:52,Website,RU,8,
2019-07-13 09:56:06,Website,IE,8,
2020-04-04 21:54:15,Website,IT,7,
2019-01-30 07:01:30,Mobile App,GB,7,It keeps crashing
2019-05-25 04:15:56,Mobile App,DK,6,It keeps crashing
2019-08-11 11:41:50,Mobile App,DK,8,It keeps crashing
2019-04-19 17:39:03,Website,GB,8,It keeps crashing
2019-12-24 04:30:09,Website,ES,10,
2020-02-17 13:13:18,Mobile App,DE,8,
2020-08-12 10:25:16,Website,US,8,It keeps crashing
2020-07-16 03:45:17,Website,US,7,
2019-05-28 01:32:25,Website,IE,9,It keeps crashing
2020-05-31 02:32:56,Website,IE,6,It keeps crashing
2019-08-08 13:08:42,Mobile App,RU,6,
2019-04-09 12:44:24,Mobile App,IE,7,It keeps crashing
2019-08-20 22:30:10,Mobile App,US,6,
2020-03-18 18:57:10,Mobile App,MX,9,
2019-08-26 14:41:49,Mobile App,ES,9,It keeps crashing
2019-03-21 12:41:34,Mobile App,ES,10,It keeps crashing
2020-05-18 23:39:23,Mobile App,MX,10,
2020-06-28 23:10:41,Mobile App,IE,7,
2019-12-12 05:39:48,Website,IE,6,
2019-12-26 21:58:56,Mobile App,ES,9,
2019-02-05 11:31:32,Website,IT,6,It keeps crashing
2019-10-10 21:11:03,Mobile App,ES,8,
2019-04-06 22:36:25,Mobile App,GB,10,It keeps crashing
2019-01-07 21:35:02,Website,US,7,It keeps crashing
2019-06-07 15:33:27,Website,ES,6,
2020-02-24 16:11:13,Mobile App,US,8,It keeps crashing
2020-02-29 21:02:51,Mobile App,MX,6,It keeps crashing
2019-04-19 11:37:30,Website,IE,9,
2019-12-15 22:20:46,Mobile App,US,10,
2019-12-07 13:23:54,Website,DK,9,
2019-03-04 22:36:24,Website,US,10,It keeps crashing
2020-08-09 05:39:38,Mobile App,GB,9,It keeps crashing
2019-08-07 18:57:56,Mobile App,MX,9,
2019-11-14 03:40:21,Website,ES,7,
2019-08-13 00:46:21,Website,RU,8,
2020-04-01 18:13:30,Mobile App,GB,8,
2020-02-29 16:26:35,Website,MX,6,It keeps crashing
2019-11-29 01:02:17,Mobile App,IE,9,It keeps crashing
2019-04-28 01:28:10,Mobile App,DK,9,It keeps crashing
2020-07-15 12:47:14,Mobile App,MX,10,
2019-11-22 19:15:32,Mobile App,RU,9,
2019-09-16 11:10:29,Mobile App,DE,8,It keeps crashing
2020-06-15 08:14:55,Mobile App,GB,9,It keeps crashing
2019-08-18 10:27:02,Mobile App,US,9,
2019-11-05 02:27:07,Mobile App,ES,6,It keeps crashing
2020-04-08 15:21:42,Mobile App,DE,7,
2020-01-03 06:36:05,Website,ES,6,It keeps crashing
2019-08-05 08:18:50,Website,DE,9,
2020-07-09 15:40:06,Website,MX,10,It keeps crashing
2020-03-16 08:19:17,Website,IT,10,
2019-03-23 14:13:37,Mobile App,IT,8,It keeps crashing
2019-09-01 14:37:22,Mobile App,US,10,It keeps crashing
2019-11-05 17:14:00,Mobile App,DE,7,
2020-02-06 20:57:40,Mobile App,IE,7,It keeps crashing
2019-12-01 00:58:33,Website,US,8,
2019-12-16 20:09:41,Mobile App,DK,8,It keeps crashing
2019-03-06 06:57:28,Website,RU,9,
2020-06-01 21:47:13,Mobile App,DE,7,It keeps crashing
2020-07-11 21:00:47,Mobile App,RU,9,It keeps crashing
2019-01-15 03:04:13,Website,GB,8,It keeps crashing
2019-02-17 06:19:10,Website,IT,8,
2019-05-30 01:25:27,Mobile App,RU,10,
2019-10-08 04:43:16,Mobile App,ES,9,
2019-03-15 07:39:43,Mobile App,RU,10,It keeps crashing
2019-04-20 05:41:52,Mobile App,US,8,
2020-05-06 16:41:38,Mobile App,DE,8,
2020-03-24 20:58:05,Website,IE,9,It keeps crashing
2019-04-01 06:12:25,Website,MX,6,
2020-06-21 23:38:39,Website,MX,9,It keeps crashing
2020-06-14 03:27:01,Website,IE,6,It keeps crashing
2019-08-09 21:01:02,Mobile App,GB,10,It keeps crashing
2020-04-14 07:33:04,Website,GB,9,It keeps crashing
2019-06-25 11:04:03,Website,US,10,It keeps crashing
2019-05-07 13:55:09,Website,IT,9,It keeps crashing
2019-12-30 06:55:32,Mobile App,IT,10,It keeps crashing
2020-04-25 01:48:41,Website,IT,7,
2019-12-12 04:37:38,Mobile App,US,9,
2019-07-02 03:48:13,Mobile App,MX,6,
2019-03-18 06:01:25,Mobile App,RU,9,It keeps crashing
2019-07-06 23:37:04,Mobile App,IT,6,
2019-12-24 01:02:07,Website,DK,6,
2020-04-10 06:47:24,Mobile App,GB,6,It keeps crashing
2019-02-11 07:15:52,Mobile App,IE,10,
2020-03-15 02:52:01,Website,RU,7,
2020-02-10 07:24:19,Website,ES,6,It keeps crashing
2020-04-15 23:08:14,Website,RU,8,
2019-02-24 00:24:47,Website,GB,9,
2019-11-14 01:21:03,Mobile App,IE,10,
2019-07-30 20:33:47,Website,DE,10,It keeps crashing
2019-11-19 06:03:36,Mobile App,RU,7,
2019-12-02 07:22:54,Website,US,6,
2020-05-01 12:04:39,Mobile App,MX,8,
2020-01-31 21:56:28,Mobile App,DE,10,It keeps crashing
2019-12-21 06:36:09,Website,IT,7,
2020-04-08 11:30:57,Website,US,7,It keeps crashing
2019-06-20 02:02:27,Mobile App,DK,8,It keeps crashing
2020-04-23 01:02:10,Website,IE,10,
2019-04-07 08:59:00,Website,MX,9,It keeps crashing
2019-01-09 21:43:21,Mobile App,DE,10,
2019-10-19 13:47:48,Website,RU,9,
2019-10-26 06:39:47,Website,IE,9,
2020-03-01 10:39:55,Website,DE,10,It keeps crashing
2020-04-10 20:10:37,Mobile App,DE,9,
2019-08-18 02:20:02,Mobile App,DE,7,It keeps crashing
2019-04-30 12:08:09,Website,DE,10,It keeps crashing
2019-09-16 01:25:00,Website,DE,6,
2020-03-15 08:43:02,Website,ES,7,It keeps crashing
2020-04-06 18:22:05,Mobile App,RU,7,
2019-08-10 12:55:31,Mobile App,GB,9,It keeps crashing
2019-03-13 09:34:35,Website,DE,8,It keeps crashing
2019-05-05 02:04:09,Website,DE,9,
2019-05-07 13:01:21,Website,GB,7,It keeps crashing
2020-02-12 20:56:32,Mobile App,MX,6,It keeps crashing
2019-10-19 23:03:25,Mobile App,GB,10,
2019-03-04 10:41:05,Website,DK,6,It keeps crashing
2019-11-20 19:38:39,Website,RU,7,It keeps crashing
2020-05-08 21:09:21,Website,RU,6,It keeps crashing
2020-01-06 00:14:40,Website,MX,7,
2020-06-24 00:08:35,Mobile App,US,8,It keeps crashing
2019-12-22 05:03:24,Mobile App,ES,10,
2019-06-04 05:06:27,Mobile App,ES,9,
2020-02-03 02:28:34,Website,GB,8,It keeps crashing
2019-06-04 06:49:17,Mobile App,GB,7,It keeps crashing
2020-02-12 20:38:32,Website,DE,8,It keeps crashing
2019-05-20 12:32:19,Mobile App,MX,7,It keeps crashing
2019-06-20 13:33:36,Mobile App,IE,8,It keeps crashing
2019-02-01 11:00:04,Mobile App,ES,7,
2019-03-08 16:38:12,Mobile App,IE,7,It keeps crashing
2019-10-14 05:28:14,Website,IE,9,
2019-02-01 12:22:01,Mobile App,GB,6,
2019-11-29 12:35:04,Website,GB,7,It keeps crashing
2020-07-12 19:37:47,Website,DE,10,
2019-02-02 12:42:11,Website,DK,8,It keeps crashing
2019-03-15 04:03:06,Website,IT,8,
2019-03-27 14:53:49,Mobile App,ES,7,
2020-05-14 11:33:24,Mobile App,MX,9,
2019-07-09 09:53:08,Website,RU,10,It keeps crashing
2019-05-01 08:12:47,Website,US,10,
2019-04-24 19:47:50,Website,RU,10,
2019-04-05 12:23:33,Mobile App,IE,10,It keeps crashing
2020-05-15 20:57:55,Mobile App,IE,8,
2019-04-20 10:58:49,Website,GB,6,It keeps crashing
2019-01-08 02:59:24,Website,DK,7,It keeps crashing
2019-10-30 19:42:27,Website,DK,7,It keeps crashing
2019-09-19 02:29:41,Mobile App,DE,6,It keeps crashing
2019-08-23 16:21:51,Website,DK,7,
2019-07-12 23:12:03,Mobile App,DE,9,It keeps crashing
2020-04-03 08:37:03,Website,DK,7,It keeps crashing
2020-07-26 17:55:00,Website,ES,6,It keeps crashing
2020-03-09 10:23:24,Mobile App,GB,6,It keeps crashing
2019-05-27 15:25:45,Mobile App,IE,8,
2020-06-30 05:01:01,Mobile App,IT,10,It keeps crashing
2019-08-19 13:35:40,Website,IT,6,It keeps crashing
2020-02-26 09:30:09,Website,MX,9,
2019-06-25 00:20:02,Website,RU,8,
2019-10-06 03:43:59,Website,DK,6,It keeps crashing
2020-07-27 01:55:35,Website,IE,6,It keeps crashing
2019-12-03 05:06:46,Mobile App,ES,8,It keeps crashing
2019-04-07 12:12:15,Mobile App,DE,6,It keeps crashing
2020-06-18 01:16:17,Website,IE,9,It keeps crashing
2020-02-06 00:09:28,Mobile App,GB,10,It keeps crashing
2020-01-21 15:32:43,Mobile App,IT,9,It keeps crashing
2020-01-24 17:17:13,Mobile App,MX,8,
2020-08-08 16:11:22,Mobile App,IT,7,It keeps crashing
2019-12-07 03:33:36,Mobile App,MX,6,
2020-06-22 00:37:56,Mobile App,RU,6,It keeps crashing
2019-08-13 15:07:08,Website,IE,8,
2019-02-24 03:07:15,Mobile App,GB,10,
2019-01-04 01:05:56,Mobile App,ES,8,
2019-11-03 00:49:56,Website,DE,9,It keeps crashing
2020-01-09 13:29:38,Mobile App,ES,7,
2020-01-10 02:23:20,Mobile App,US,9,It keeps crashing
2019-02-13 13:35:30,Website,DK,6,It keeps crashing
2020-04-13 03:18:45,Mobile App,IE,10,
2019-04-14 17:49:08,Mobile App,IE,10,
2020-06-15 12:27:16,Mobile App,US,6,
2020-05-23 21:19:36,Website,DE,7,It keeps crashing
2019-01-30 20:08:30,Website,US,8,It keeps crashing
2020-01-13 10:24:48,Website,GB,7,
2020-05-28 15:16:36,Mobile App,RU,8,
2020-02-23 15:10:04,Mobile App,US,7,It keeps crashing
2019-12-27 05:44:20,Website,ES,10,It keeps crashing
2020-04-06 09:49:17,Website,RU,9,
2020-05-02 15:49:46,Website,DE,9,
2019-01-26 09:34:35,Website,DK,10,It keeps crashing
2019-03-03 20:57:26,Mobile App,US,6,
2019-02-01 19:25:49,Website,DE,7,It keeps crashing
2019-11-13 17:35:14,Mobile App,IE,7,It keeps crashing
2020-05-06 18:33:29,Mobile App,DE,9,It keeps crashing
2019-08-05 06:44:37,Website,IE,6,It keeps crashing
2020-02-21 07:22:02,Website,US,6,
2019-06-18 23:23:19,Mobile App,DE,8,It keeps crashing
2019-11-05 12:50:44,Website,ES,7,
2020-04-30 20:42:36,Website,RU,8,
2020-07-27 01:57:59,Website,MX,8,
2019-01-23 05:23:09,Website,DK,8,
2019-07-14 05:08:28,Website,US,7,
2019-09-29 07:45:48,Mobile App,IE,9,It keeps crashing
2020-02-20 14:08:26,Mobile App,DE,8,
2019-06-12 14:15:55,Mobile App,US,6,
2020-01-21 23:02:41,Mobile App,US,6,It keeps crashing
2019-07-10 11:09:21,Mobile App,ES,7,
2019-06-10 21:28:04,Website,GB,9,It keeps crashing
2020-04-17 15:28:42,Mobile App,ES,6,It keeps crashing
2020-07-28 08:04:02,Mobile App,DK,6,It keeps crashing
2019-01-21 01:14:45,Mobile App,DK,7,It keeps crashing
2019-02-14 23:30:58,Website,IT,7,It keeps crashing
2019-05-16 08:14:22,Website,IE,6,It keeps crashing
2020-06-14 02:07:06,Website,DE,8,It keeps crashing
2019-05-15 02:13:27,Mobile App,MX,6,It keeps crashing
2019-04-10 01:14:56,Mobile App,RU,7,It keeps crashing
2019-12-15 16:17:35,Mobile App,ES,8,It keeps crashing
2020-06-13 08:47:30,Mobile App,US,9,It keeps crashing
2020-05-12 16:28:21,Mobile App,IT,7,
2019-11-27 17:03:02,Website,RU,9,It keeps crashing
2019-12-13 23:39:14,Mobile App,DE,9,
2020-06-25 14:57:12,Website,IE,10,
2020-04-06 01:20:37,Website,DK,8,
2019-02-23 11:49:03,Mobile App,IT,10,It keeps crashing
2020-05-15 14:00:54,Website,ES,6,
2020-01-30 21:55:12,Mobile App,DE,7,It keeps crashing
2019-03-12 04:41:00,Website,DE,9,It keeps crashing
2020-03-19 21:59:21,Website,DK,7,It keeps crashing
2020-05-24 08:15:41,Website,GB,7,It keeps crashing
2020-06-13 00:46:18,Mobile App,US,10,
2019-11-19 17:06:53,Mobile App,ES,9,
2020-07-11 05:35:39,Website,ES,9,It keeps crashing
2020-07-29 05:58:07,Mobile App,DE,10,It keeps crashing
2019-04-28 12:59:10,Mobile App,IT,9,
2019-05-17 14:41:25,Website,US,8,
2020-08-13 04:27:44,Mobile App,ES,10,
2020-03-25 21:24:47,Website,ES,6,
2019-12-28 16:25:52,Website,RU,7,It keeps crashing
2019-01-22 08:12:47,Website,GB,9,It keeps crashing
2019-11-26 01:23:04,Website,RU,8,It keeps crashing
2019-01-25 05:30:09,Mobile App,ES,8,
2019-06-25 23:45:33,Website,ES,9,It keeps crashing
2020-03-26 03:19:55,Mobile App,IE,7,
2019-06-04 21:36:52,Website,RU,10,It keeps crashing
2019-07-25 18:27:45,Mobile App,DE,8,It keeps crashing
2019-03-18 14:43:20,Mobile App,ES,9,It keeps crashing
2020-01-16 13:39:46,Mobile App,IT,7,It keeps crashing
2019-08-29 08:44:49,Website,RU,10,It keeps crashing
2020-01-23 13:14:58,Website,MX,7,
2020-07-21 06:01:55,Website,GB,10,
2020-06-02 20:33:44,Mobile App,GB,7,It keeps crashing
2020-06-28 06:06:01,Mobile App,IT,8,It keeps crashing
2020-05-23 17:17:34,Mobile App,DK,7,
2019-05-01 05:31:57,Mobile App,ES,6,
2019-05-28 06:05:29,Mobile App,ES,7,It keeps crashing
2020-04-03 12:37:57,Mobile App,DK,10,It keeps crashing
2019-03-22 01:07:06,Mobile App,IE,8,
2020-01-28 23:02:13,Website,GB,6,It keeps crashing
2019-04-09 10:23:51,Website,DE,6,
2020-02-07 17:53:49,Website,IT,7,It keeps crashing
2019-11-26 20:13:33,Mobile App,IT,10,It keeps crashing
2019-08-28 22:09:27,Mobile App,IT,8,It keeps crashing
2019-01-27 03:39:54,Website,ES,7,It keeps crashing
2020-03-12 06:39:27,Website,MX,6,
2020-04-01 07:51:45,Website,RU,7,
2019-04-12 20:47:58,Mobile App,US,10,
2019-03-09 19:11:27,Mobile App,MX,8,
2019-04-15 04:28:20,Mobile App,IE,6,It keeps crashing
2020-01-07 20:04:45,Mobile App,US,8,
2019-06-14 11:40:13,Website,RU,10,
2019-07-06 17:11:50,Website,GB,6,It keeps crashing
2019-07-27 23:51:25,Website,DK,6,
2019-04-01 22:49:27,Mobile App,ES,7,It keeps crashing
2019-04-03 20:59:09,Mobile App,DE,8,It keeps crashing
2019-10-17 17:21:53,Mobile App,DK,6,It keeps crashing
2019-11-27 12:16:46,Website,ES,10,
2020-03-04 12:28:20,Mobile App,ES,8,It keeps crashing
2019-01-10 11:22:28,Mobile App,IE,6,
2019-06-04 20:22:10,Mobile App,IT,8,
2019-04-23 20:06:35,Website,RU,8,
2020-04-08 17:39:44,Mobile App,GB,6,It keeps crashing
2020-01-27 23:15:05,Website,ES,7,
2020-06-23 16:26:55,Mobile App,ES,10,
2019-01-01 01:22:14,Mobile App,IT,7,It keeps crashing
2020-02-18 05:43:39,Website,US,9,
2020-06-07 12:44:54,Mobile App,GB,8,It keeps crashing
2019-10-18 23:06:04,Mobile App,DE,7,It keeps crashing
2020-03-26 21:50:23,Mobile App,MX,7,
2019-07-16 22:09:39,Website,RU,8,It keeps crashing
2019-06-05 17:57:02,Website,DE,6,It keeps crashing
2019-01-10 04:34:16,Website,US,7,It keeps crashing
2020-04-23 01:55:54,Website,DK,9,It keeps crashing
2019-05-26 03:42:51,Mobile App,RU,7,
2019-11-22 21:03:51,Website,MX,9,It keeps crashing
2020-04-12 05:36:29,Website,MX,7,It keeps crashing
2019-10-03 02:50:34,Mobile App,RU,9,
2020-08-02 17:28:58,Mobile App,GB,10,It keeps crashing
2019-10-21 23:39:14,Mobile App,GB,6,
2019-11-30 00:41:16,Mobile App,IE,10,It keeps crashing
2019-05-18 10:33:54,Mobile App,RU,7,
2019-11-02 15:40:57,Website,GB,9,
2020-07-11 03:20:12,Website,DK,8,It keeps crashing
2020-07-01 21:55:27,Website,US,7,It keeps crashing
2019-03-25 08:59:44,Website,GB,8,
2020-03-22 03:12:28,Mobile App,IT,6,It keeps crashing
2019-04-16 16:44:41,Mobile App,GB,9,
2020-07-10 09:50:22,Mobile App,ES,7,
2019-08-16 02:53:57,Mobile App,MX,10,It keeps crashing
2020-08-02 13:32:18,Mobile App,DE,8,
2019-10-12 02:16:57,Mobile App,RU,7,It keeps crashing
2019-11-20 13:55:38,Website,US,9,
2019-07-20 12:33:02,Mobile App,DK,7,
2019-08-09 17:33:22,Website,IE,9,It keeps crashing
2019-12-09 19:39:37,Website,US,7,It keeps crashing
2020-01-01 12:31:24,Website,MX,6,It keeps crashing
2020-02-24 06:38:14,Mobile App,DK,9,
2020-04-05 15:29:25,Mobile App,GB,10,It keeps crashing
2020-04-11 00:37:34,Website,GB,6,It keeps crashing
2019-04-01 08:50:23,Website,ES,8,
2020-06-06 21:52:13,Website,MX,10,It keeps crashing
2019-06-20 19:55:06,Website,DK,7,It keeps crashing
2020-03-31 18:30:50,Website,DE,6,It keeps crashing
2019-08-21 19:31:03,Website,DK,10,It keeps crashing
2020-01-11 21:58:04,Website,IT,9,It keeps crashing
2019-06-24 23:19:49,Mobile App,IT,9,It keeps crashing
2020-02-05 04:50:17,Mobile App,IE,6,
2020-01-05 15:34:39,Mobile App,DE,7,
2020-04-21 01:42:04,Mobile App,RU,6,
2019-11-11 19:01:07,Mobile App,MX,9,
2019-01-26 08:43:27,Website,IE,7,It keeps crashing
